isbn,title,rating_count,reviews,rating_value
9789641913696,کمی قبل از خوشبختی,1671,228,3.93
9789643416799,مهمانسرای دو دنیا,1205,120,3.82
9643637239,بامزه در فارسی,16713,2389,3.79
9786007141779,مردی به نام اوه,409229,51387,4.36
9786008740001,روزی که زندگی کردن آموختم,1688,149,3.72
